Fecha;Tipo;Letra;PDV;Numero;Cliente;Doc.Cliente;Neto;Alic.IVA;IVA;Imp.Int.;Percep.IIBB;Provincia;TOTAL;Forma Pago
11/11/2023;FACTURA;B;2;5397;CONSUMIDOR FINAL;;743.8;21;156.2;;;;900;EFECTIVO
11/11/2023;FACTURA;B;2;5398;CONSUMIDOR FINAL;;2644.63;21;555.37;;;;3200;EFECTIVO
11/11/2023;FACTURA;B;2;5399;CONSUMIDOR FINAL;;1074.38;21;225.62;;;;1300;MERCADOPAGO
11/11/2023;FACTURA;B;2;5400;CONSUMIDOR FINAL;;413.22;21;86.78;;;;500;EFECTIVO
11/11/2023;FACTURA;B;2;5401;CONSUMIDOR FINAL;;5702.48;21;1197.52;;;;6900;TARJETA DE DEBITO
11/11/2023;FACTURA;B;2;5402;CONSUMIDOR FINAL;;1404.96;21;295.04;;;;1700;EFECTIVO
11/11/2023;FACTURA;B;2;5403;CONSUMIDOR FINAL;;2975.21;21;624.79;;;;3600;MERCADOPAGO
11/11/2023;FACTURA;B;2;5404;CONSUMIDOR FINAL;;2231.4;21;468.6;;;;2700;TARJETA DE DEBITO
11/11/2023;FACTURA;B;2;5405;CONSUMIDOR FINAL;;3223.14;21;676.86;;;;3900;EFECTIVO
11/11/2023;FACTURA;B;2;5406;CONSUMIDOR FINAL;;578.51;21;121.49;;;;700;EFECTIVO
11/11/2023;FACTURA;B;2;5407;CONSUMIDOR FINAL;;2066.12;21;433.88;;;;2500;EFECTIVO
11/11/2023;FACTURA;B;2;5408;CONSUMIDOR FINAL;;1074.38;21;225.62;;;;1300;TARJETA DE CREDITO
11/11/2023;FACTURA;B;2;5409;CONSUMIDOR FINAL;;743.8;21;156.2;;;;900;EFECTIVO
11/11/2023;FACTURA;B;2;5410;CONSUMIDOR FINAL;;1074.38;21;225.62;;;;1300;MERCADOPAGO
11/11/2023;FACTURA;B;2;5411;CONSUMIDOR FINAL;;826.45;21;173.55;;;;1000;MERCADOPAGO
11/11/2023;FACTURA;B;2;5412;CONSUMIDOR FINAL;;743.8;21;156.2;;;;900;TARJETA DE DEBITO
11/11/2023;FACTURA;B;2;5413;CONSUMIDOR FINAL;;1074.38;21;225.62;;;;1300;MERCADOPAGO
11/11/2023;FACTURA;B;2;5414;CONSUMIDOR FINAL;;3884.3;21;815.7;;;;4700;TARJETA DE CREDITO
11/11/2023;FACTURA;B;2;5415;CONSUMIDOR FINAL;;619.83;21;130.17;;;;750;EFECTIVO
11/11/2023;FACTURA;B;2;5416;CONSUMIDOR FINAL;;2892.56;21;607.44;;;;3500;TARJETA DE DEBITO
11/11/2023;FACTURA;B;2;5417;CONSUMIDOR FINAL;;1074.38;21;225.62;;;;1300;MERCADOPAGO
11/11/2023;FACTURA;B;2;5418;CONSUMIDOR FINAL;;4214.88;21;885.12;;;;5100;MERCADOPAGO
11/11/2023;FACTURA;B;2;5419;CONSUMIDOR FINAL;;1570.25;21;329.75;;;;1900;MERCADOPAGO
11/11/2023;FACTURA;B;2;5420;CONSUMIDOR FINAL;;743.8;21;156.2;;;;900;MERCADOPAGO
11/11/2023;FACTURA;B;2;5421;CONSUMIDOR FINAL;;2314.05;21;485.95;;;;2800;EFECTIVO
11/11/2023;FACTURA;B;2;5422;CONSUMIDOR FINAL;;743.8;21;156.2;;;;900;MERCADOPAGO
11/11/2023;FACTURA;B;2;5423;CONSUMIDOR FINAL;;1570.25;21;329.75;;;;1900;MERCADOPAGO
11/11/2023;FACTURA;B;2;5424;CONSUMIDOR FINAL;;1322.31;21;277.69;;;;1600;MERCADOPAGO
11/11/2023;FACTURA;B;2;5425;CONSUMIDOR FINAL;;4462.81;21;937.19;;;;5400;MERCADOPAGO
11/11/2023;FACTURA;B;2;5426;CONSUMIDOR FINAL;;330.58;21;69.42;;;;400;MERCADOPAGO
11/11/2023;FACTURA;B;2;5427;CONSUMIDOR FINAL;;165.29;21;34.71;;;;200;MERCADOPAGO
12/11/2023;FACTURA;B;2;5428;CONSUMIDOR FINAL;;3223.14;21;676.86;;;;3900;TARJETA DE DEBITO
12/11/2023;FACTURA;B;2;5429;CONSUMIDOR FINAL;;1239.67;21;260.33;;;;1500;TARJETA DE DEBITO
12/11/2023;FACTURA;B;2;5430;CONSUMIDOR FINAL;;991.74;21;208.26;;;;1200;MERCADOPAGO
12/11/2023;FACTURA;B;2;5431;CONSUMIDOR FINAL;;826.45;21;173.55;;;;1000;MERCADOPAGO
12/11/2023;FACTURA;B;2;5432;CONSUMIDOR FINAL;;909.09;21;190.91;;;;1100;MERCADOPAGO
12/11/2023;FACTURA;B;2;5433;CONSUMIDOR FINAL;;2231.4;21;468.6;;;;2700;MERCADOPAGO
12/11/2023;FACTURA;B;2;5434;CONSUMIDOR FINAL;;909.09;21;190.91;;;;1100;MERCADOPAGO
12/11/2023;FACTURA;B;2;5435;CONSUMIDOR FINAL;;1818.18;21;381.82;;;;2200;TARJETA DE DEBITO
12/11/2023;FACTURA;B;2;5436;CONSUMIDOR FINAL;;826.45;21;173.55;;;;1000;MERCADOPAGO
12/11/2023;FACTURA;B;2;5437;CONSUMIDOR FINAL;;3966.94;21;833.06;;;;4800;EFECTIVO
12/11/2023;FACTURA;B;2;5438;CONSUMIDOR FINAL;;2479.34;21;520.66;;;;3000;TARJETA DE DEBITO
12/11/2023;FACTURA;B;2;5439;CONSUMIDOR FINAL;;4876.03;21;1023.97;;;;5900;MERCADOPAGO
12/11/2023;FACTURA;B;2;5440;CONSUMIDOR FINAL;;991.74;21;208.26;;;;1200;EFECTIVO
12/11/2023;FACTURA;B;2;5441;CONSUMIDOR FINAL;;1115.7;21;234.3;;;;1350;MERCADOPAGO
12/11/2023;FACTURA;B;2;5442;CONSUMIDOR FINAL;;2727.27;21;572.73;;;;3300;MERCADOPAGO
12/11/2023;FACTURA;B;2;5443;CONSUMIDOR FINAL;;1322.31;21;277.69;;;;1600;TARJETA DE DEBITO
12/11/2023;FACTURA;B;2;5444;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;TARJETA DE DEBITO
12/11/2023;FACTURA;B;2;5445;CONSUMIDOR FINAL;;743.8;21;156.2;;;;900;TARJETA DE CREDITO
12/11/2023;FACTURA;B;2;5446;CONSUMIDOR FINAL;;5454.55;21;1145.45;;;;6600;EFECTIVO
12/11/2023;FACTURA;B;2;5447;CONSUMIDOR FINAL;;3760.33;21;789.67;;;;4550;MERCADOPAGO
12/11/2023;FACTURA;B;2;5448;CONSUMIDOR FINAL;;3719.01;21;780.99;;;;4500;TARJETA DE DEBITO
12/11/2023;FACTURA;B;2;5449;CONSUMIDOR FINAL;;743.8;21;156.2;;;;900;MERCADOPAGO
12/11/2023;FACTURA;B;2;5450;CONSUMIDOR FINAL;;743.8;21;156.2;;;;900;TARJETA DE DEBITO
12/11/2023;FACTURA;B;2;5451;CONSUMIDOR FINAL;;826.45;21;173.55;;;;1000;MERCADOPAGO
12/11/2023;FACTURA;B;2;5452;CONSUMIDOR FINAL;;3057.85;21;642.15;;;;3700;MERCADOPAGO
12/11/2023;FACTURA;B;2;5453;CONSUMIDOR FINAL;;1487.6;21;312.4;;;;1800;MERCADOPAGO
12/11/2023;FACTURA;B;2;5454;CONSUMIDOR FINAL;;2190.08;21;459.92;;;;2650;MERCADOPAGO
12/11/2023;FACTURA;B;2;5455;CONSUMIDOR FINAL;;2975.21;21;624.79;;;;3600;TARJETA DE CREDITO
12/11/2023;FACTURA;B;2;5456;CONSUMIDOR FINAL;;2066.12;21;433.88;;;;2500;MERCADOPAGO
12/11/2023;FACTURA;B;2;5457;CONSUMIDOR FINAL;;2396.69;21;503.31;;;;2900;MERCADOPAGO
12/11/2023;FACTURA;B;2;5458;CONSUMIDOR FINAL;;4462.81;21;937.19;;;;5400;MERCADOPAGO
12/11/2023;FACTURA;B;2;5459;CONSUMIDOR FINAL;;1322.31;21;277.69;;;;1600;TARJETA DE DEBITO
12/11/2023;FACTURA;B;2;5460;CONSUMIDOR FINAL;;1983.47;21;416.53;;;;2400;EFECTIVO
12/11/2023;FACTURA;B;2;5461;CONSUMIDOR FINAL;;743.8;21;156.2;;;;900;TARJETA DE DEBITO
12/11/2023;FACTURA;B;2;5462;CONSUMIDOR FINAL;;1487.6;21;312.4;;;;1800;MERCADOPAGO
12/11/2023;FACTURA;B;2;5463;CONSUMIDOR FINAL;;1157.02;21;242.98;;;;1400;MERCADOPAGO
12/11/2023;FACTURA;B;2;5464;CONSUMIDOR FINAL;;1404.96;21;295.04;;;;1700;MERCADOPAGO
12/11/2023;FACTURA;B;2;5465;CONSUMIDOR FINAL;;2561.98;21;538.02;;;;3100;EFECTIVO
12/11/2023;FACTURA;B;2;5466;CONSUMIDOR FINAL;;5537.19;21;1162.81;;;;6700;MERCADOPAGO
12/11/2023;FACTURA;B;2;5467;CONSUMIDOR FINAL;;1611.57;21;338.43;;;;1950;MERCADOPAGO
12/11/2023;FACTURA;B;2;5468;CONSUMIDOR FINAL;;743.8;21;156.2;;;;900;MERCADOPAGO
12/11/2023;FACTURA;B;2;5469;CONSUMIDOR FINAL;;3884.3;21;815.7;;;;4700;EFECTIVO
12/11/2023;FACTURA;B;2;5470;CONSUMIDOR FINAL;;1157.02;21;242.98;;;;1400;MERCADOPAGO
12/11/2023;FACTURA;B;2;5471;CONSUMIDOR FINAL;;2396.69;21;503.31;;;;2900;EFECTIVO
12/11/2023;FACTURA;B;2;5472;CONSUMIDOR FINAL;;3719.01;21;780.99;;;;4500;TARJETA DE CREDITO
12/11/2023;FACTURA;B;2;5473;CONSUMIDOR FINAL;;2685.95;21;564.05;;;;3250;EFECTIVO
12/11/2023;FACTURA;B;2;5474;CONSUMIDOR FINAL;;2355.37;21;494.63;;;;2850;EFECTIVO
12/11/2023;FACTURA;B;2;5475;CONSUMIDOR FINAL;;413.22;21;86.78;;;;500;MERCADOPAGO
12/11/2023;FACTURA;B;2;5476;CONSUMIDOR FINAL;;3057.85;21;642.15;;;;3700;EFECTIVO
12/11/2023;FACTURA;B;2;5477;CONSUMIDOR FINAL;;909.09;21;190.91;;;;1100;TARJETA DE DEBITO
12/11/2023;FACTURA;B;2;5478;CONSUMIDOR FINAL;;3305.79;21;694.21;;;;4000;EFECTIVO
12/11/2023;FACTURA;B;2;5479;CONSUMIDOR FINAL;;2892.56;21;607.44;;;;3500;EFECTIVO
12/11/2023;FACTURA;B;2;5480;CONSUMIDOR FINAL;;2479.34;21;520.66;;;;3000;EFECTIVO
12/11/2023;FACTURA;B;2;5481;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;TARJETA DE DEBITO
12/11/2023;FACTURA;B;2;5482;CONSUMIDOR FINAL;;4793.39;21;1006.61;;;;5800;MERCADOPAGO
12/11/2023;FACTURA;B;2;5483;CONSUMIDOR FINAL;;14710.74;21;3089.26;;;;17800;TARJETA DE DEBITO
12/11/2023;FACTURA;B;2;5484;CONSUMIDOR FINAL;;1239.67;21;260.33;;;;1500;MERCADOPAGO
12/11/2023;FACTURA;B;2;5485;CONSUMIDOR FINAL;;1074.38;21;225.62;;;;1300;MERCADOPAGO
12/11/2023;FACTURA;B;2;5486;CONSUMIDOR FINAL;;3884.3;21;815.7;;;;4700;EFECTIVO
12/11/2023;FACTURA;B;2;5487;CONSUMIDOR FINAL;;826.45;21;173.55;;;;1000;MERCADOPAGO
12/11/2023;FACTURA;B;2;5488;CONSUMIDOR FINAL;;5867.77;21;1232.23;;;;7100;MERCADOPAGO
12/11/2023;FACTURA;B;2;5489;CONSUMIDOR FINAL;;826.45;21;173.55;;;;1000;TARJETA DE DEBITO
12/11/2023;FACTURA;B;2;5490;CONSUMIDOR FINAL;;1900.83;21;399.17;;;;2300;EFECTIVO
12/11/2023;FACTURA;B;2;5491;CONSUMIDOR FINAL;;1487.6;21;312.4;;;;1800;MERCADOPAGO
12/11/2023;FACTURA;B;2;5492;CONSUMIDOR FINAL;;1487.6;21;312.4;;;;1800;MERCADOPAGO
12/11/2023;FACTURA;B;2;5493;CONSUMIDOR FINAL;;2685.95;21;564.05;;;;3250;EFECTIVO
13/11/2023;FACTURA;B;2;5494;CONSUMIDOR FINAL;;1239.67;21;260.33;;;;1500;EFECTIVO
13/11/2023;FACTURA;B;2;5495;CONSUMIDOR FINAL;;1239.67;21;260.33;;;;1500;TARJETA DE DEBITO
13/11/2023;FACTURA;B;2;5496;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;MERCADOPAGO
13/11/2023;FACTURA;B;2;5497;CONSUMIDOR FINAL;;4462.81;21;937.19;;;;5400;TARJETA DE DEBITO
13/11/2023;FACTURA;B;2;5498;CONSUMIDOR FINAL;;743.8;21;156.2;;;;900;EFECTIVO
13/11/2023;FACTURA;B;2;5499;CONSUMIDOR FINAL;;371.9;21;78.1;;;;450;MERCADOPAGO
13/11/2023;FACTURA;B;2;5500;CONSUMIDOR FINAL;;3305.79;21;694.21;;;;4000;EFECTIVO
13/11/2023;FACTURA;B;2;5501;CONSUMIDOR FINAL;;8595.04;21;1804.96;;;;10400;EFECTIVO
13/11/2023;FACTURA;B;2;5502;CONSUMIDOR FINAL;;1074.38;21;225.62;;;;1300;TARJETA DE DEBITO
13/11/2023;FACTURA;B;2;5503;CONSUMIDOR FINAL;;1322.31;21;277.69;;;;1600;MERCADOPAGO
13/11/2023;FACTURA;B;2;5504;CONSUMIDOR FINAL;;3223.14;21;676.86;;;;3900;EFECTIVO
13/11/2023;FACTURA;B;2;5505;CONSUMIDOR FINAL;;2066.12;21;433.88;;;;2500;EFECTIVO
13/11/2023;FACTURA;B;2;5506;CONSUMIDOR FINAL;;1404.96;21;295.04;;;;1700;MERCADOPAGO
13/11/2023;FACTURA;B;2;5507;CONSUMIDOR FINAL;;1322.31;21;277.69;;;;1600;EFECTIVO
13/11/2023;FACTURA;B;2;5508;CONSUMIDOR FINAL;;1322.31;21;277.69;;;;1600;MERCADOPAGO
13/11/2023;FACTURA;B;2;5509;CONSUMIDOR FINAL;;1487.6;21;312.4;;;;1800;EFECTIVO
13/11/2023;FACTURA;B;2;5510;CONSUMIDOR FINAL;;1570.25;21;329.75;;;;1900;EFECTIVO
13/11/2023;FACTURA;B;2;5511;CONSUMIDOR FINAL;;1157.02;21;242.98;;;;1400;EFECTIVO
13/11/2023;FACTURA;B;2;5512;CONSUMIDOR FINAL;;2809.92;21;590.08;;;;3400;EFECTIVO
13/11/2023;FACTURA;B;2;5513;CONSUMIDOR FINAL;;1487.6;21;312.4;;;;1800;MERCADOPAGO
14/11/2023;FACTURA;B;2;5514;CONSUMIDOR FINAL;;2231.4;21;468.6;;;;2700;EFECTIVO
14/11/2023;FACTURA;B;2;5515;CONSUMIDOR FINAL;;1157.02;21;242.98;;;;1400;MERCADOPAGO
14/11/2023;FACTURA;B;2;5516;CONSUMIDOR FINAL;;1900.83;21;399.17;;;;2300;EFECTIVO
14/11/2023;FACTURA;B;2;5517;CONSUMIDOR FINAL;;1074.38;21;225.62;;;;1300;MERCADOPAGO
14/11/2023;FACTURA;B;2;5518;CONSUMIDOR FINAL;;3842.98;21;807.02;;;;4650;EFECTIVO
14/11/2023;FACTURA;B;2;5519;CONSUMIDOR FINAL;;247.93;21;52.07;;;;300;MERCADOPAGO
14/11/2023;FACTURA;B;2;5520;CONSUMIDOR FINAL;;2314.05;21;485.95;;;;2800;TARJETA DE DEBITO
14/11/2023;FACTURA;B;2;5521;CONSUMIDOR FINAL;;702.48;21;147.52;;;;850;MERCADOPAGO
14/11/2023;FACTURA;B;2;5522;CONSUMIDOR FINAL;;2975.21;21;624.79;;;;3600;EFECTIVO
14/11/2023;FACTURA;B;2;5523;CONSUMIDOR FINAL;;909.09;21;190.91;;;;1100;MERCADOPAGO
14/11/2023;FACTURA;B;2;5524;CONSUMIDOR FINAL;;2520.66;21;529.34;;;;3050;EFECTIVO
14/11/2023;FACTURA;B;2;5525;CONSUMIDOR FINAL;;2066.12;21;433.88;;;;2500;MERCADOPAGO
14/11/2023;FACTURA;B;2;5526;CONSUMIDOR FINAL;;3719.01;21;780.99;;;;4500;EFECTIVO
14/11/2023;FACTURA;B;2;5527;CONSUMIDOR FINAL;;2231.4;21;468.6;;;;2700;EFECTIVO
15/11/2023;FACTURA;B;2;5528;CONSUMIDOR FINAL;;1900.83;21;399.17;;;;2300;EFECTIVO
15/11/2023;FACTURA;B;2;5529;CONSUMIDOR FINAL;;1652.89;21;347.11;;;;2000;MERCADOPAGO
15/11/2023;FACTURA;B;2;5530;CONSUMIDOR FINAL;;2809.92;21;590.08;;;;3400;EFECTIVO
15/11/2023;FACTURA;B;2;5531;CONSUMIDOR FINAL;;330.58;21;69.42;;;;400;MERCADOPAGO
15/11/2023;FACTURA;B;2;5532;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;TARJETA DE DEBITO
15/11/2023;FACTURA;B;2;5533;CONSUMIDOR FINAL;;826.45;21;173.55;;;;1000;TARJETA DE DEBITO
15/11/2023;FACTURA;B;2;5534;CONSUMIDOR FINAL;;3388.43;21;711.57;;;;4100;EFECTIVO
15/11/2023;FACTURA;B;2;5535;CONSUMIDOR FINAL;;2190.08;21;459.92;;;;2650;EFECTIVO
15/11/2023;FACTURA;B;2;5536;CONSUMIDOR FINAL;;1652.89;21;347.11;;;;2000;MERCADOPAGO
15/11/2023;FACTURA;B;2;5537;CONSUMIDOR FINAL;;2892.56;21;607.44;;;;3500;EFECTIVO
15/11/2023;FACTURA;B;2;5538;CONSUMIDOR FINAL;;3223.14;21;676.86;;;;3900;TARJETA DE DEBITO
15/11/2023;FACTURA;B;2;5539;CONSUMIDOR FINAL;;743.8;21;156.2;;;;900;MERCADOPAGO
15/11/2023;FACTURA;B;2;5540;CONSUMIDOR FINAL;;3636.36;21;763.64;;;;4400;EFECTIVO
15/11/2023;FACTURA;B;2;5541;CONSUMIDOR FINAL;;1735.54;21;364.46;;;;2100;TARJETA DE DEBITO
15/11/2023;FACTURA;B;2;5542;CONSUMIDOR FINAL;;3016.53;21;633.47;;;;3650;EFECTIVO
15/11/2023;FACTURA;B;2;5543;CONSUMIDOR FINAL;;3471.07;21;728.93;;;;4200;MERCADOPAGO
15/11/2023;FACTURA;B;2;5544;CONSUMIDOR FINAL;;1983.47;21;416.53;;;;2400;TARJETA DE DEBITO
15/11/2023;FACTURA;B;2;5545;CONSUMIDOR FINAL;;702.48;21;147.52;;;;850;TARJETA DE DEBITO
15/11/2023;FACTURA;B;2;5546;CONSUMIDOR FINAL;;1487.6;21;312.4;;;;1800;MERCADOPAGO
15/11/2023;FACTURA;B;2;5547;CONSUMIDOR FINAL;;2975.21;21;624.79;;;;3600;TARJETA DE CREDITO
15/11/2023;FACTURA;B;2;5548;CONSUMIDOR FINAL;;1157.02;21;242.98;;;;1400;MERCADOPAGO
15/11/2023;FACTURA;B;2;5549;CONSUMIDOR FINAL;;3140.5;21;659.5;;;;3800;EFECTIVO
16/11/2023;FACTURA;B;2;5550;CONSUMIDOR FINAL;;1074.38;21;225.62;;;;1300;TARJETA DE DEBITO
16/11/2023;FACTURA;B;2;5551;CONSUMIDOR FINAL;;2479.34;21;520.66;;;;3000;MERCADOPAGO
16/11/2023;FACTURA;B;2;5552;CONSUMIDOR FINAL;;1900.83;21;399.17;;;;2300;EFECTIVO
16/11/2023;FACTURA;B;2;5553;CONSUMIDOR FINAL;;3966.94;21;833.06;;;;4800;EFECTIVO
16/11/2023;FACTURA;B;2;5554;CONSUMIDOR FINAL;;1818.18;21;381.82;;;;2200;TARJETA DE DEBITO
16/11/2023;FACTURA;B;2;5555;CONSUMIDOR FINAL;;1983.47;21;416.53;;;;2400;MERCADOPAGO
16/11/2023;FACTURA;B;2;5556;CONSUMIDOR FINAL;;991.74;21;208.26;;;;1200;MERCADOPAGO
16/11/2023;FACTURA;B;2;5557;CONSUMIDOR FINAL;;2809.92;21;590.08;;;;3400;EFECTIVO
16/11/2023;FACTURA;B;2;5558;CONSUMIDOR FINAL;;826.45;21;173.55;;;;1000;MERCADOPAGO
16/11/2023;FACTURA;B;2;5559;CONSUMIDOR FINAL;;3057.85;21;642.15;;;;3700;EFECTIVO
16/11/2023;FACTURA;B;2;5560;CONSUMIDOR FINAL;;1652.89;21;347.11;;;;2000;MERCADOPAGO
16/11/2023;FACTURA;B;2;5561;CONSUMIDOR FINAL;;2644.63;21;555.37;;;;3200;TARJETA DE DEBITO
16/11/2023;FACTURA;B;2;5562;CONSUMIDOR FINAL;;1487.6;21;312.4;;;;1800;MERCADOPAGO
16/11/2023;FACTURA;B;2;5563;CONSUMIDOR FINAL;;3471.07;21;728.93;;;;4200;EFECTIVO
16/11/2023;FACTURA;B;2;5564;CONSUMIDOR FINAL;;1652.89;21;347.11;;;;2000;MERCADOPAGO
16/11/2023;FACTURA;B;2;5565;CONSUMIDOR FINAL;;5082.64;21;1067.36;;;;6150;MERCADOPAGO
16/11/2023;FACTURA;B;2;5566;CONSUMIDOR FINAL;;3305.79;21;694.21;;;;4000;EFECTIVO
16/11/2023;FACTURA;B;2;5567;CONSUMIDOR FINAL;;247.93;21;52.07;;;;300;MERCADOPAGO
16/11/2023;FACTURA;B;2;5568;CONSUMIDOR FINAL;;1900.83;21;399.17;;;;2300;MERCADOPAGO
16/11/2023;FACTURA;B;2;5569;CONSUMIDOR FINAL;;413.22;21;86.78;;;;500;MERCADOPAGO
16/11/2023;FACTURA;B;2;5570;CONSUMIDOR FINAL;;495.87;21;104.13;;;;600;TARJETA DE DEBITO
16/11/2023;FACTURA;B;2;5571;CONSUMIDOR FINAL;;2314.05;21;485.95;;;;2800;MERCADOPAGO
16/11/2023;FACTURA;B;2;5572;CONSUMIDOR FINAL;;2727.27;21;572.73;;;;3300;EFECTIVO
16/11/2023;FACTURA;B;2;5573;CONSUMIDOR FINAL;;3057.85;21;642.15;;;;3700;EFECTIVO
16/11/2023;FACTURA;B;2;5574;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;MERCADOPAGO
16/11/2023;FACTURA;B;2;5575;CONSUMIDOR FINAL;;7438.02;21;1561.98;;;;9000;TARJETA DE DEBITO
17/11/2023;FACTURA;B;2;5576;CONSUMIDOR FINAL;;4958.68;21;1041.32;;;;6000;EFECTIVO
17/11/2023;FACTURA;B;2;5577;CONSUMIDOR FINAL;;1652.89;21;347.11;;;;2000;TARJETA DE DEBITO
17/11/2023;FACTURA;B;2;5578;CONSUMIDOR FINAL;;1074.38;21;225.62;;;;1300;TARJETA DE DEBITO
17/11/2023;FACTURA;B;2;5579;CONSUMIDOR FINAL;;413.22;21;86.78;;;;500;MERCADOPAGO
17/11/2023;FACTURA;B;2;5580;CONSUMIDOR FINAL;;743.8;21;156.2;;;;900;MERCADOPAGO
17/11/2023;FACTURA;B;2;5581;CONSUMIDOR FINAL;;82.64;21;17.36;;;;100;MERCADOPAGO
17/11/2023;FACTURA;B;2;5582;CONSUMIDOR FINAL;;3305.79;21;694.21;;;;4000;EFECTIVO
17/11/2023;FACTURA;B;2;5583;CONSUMIDOR FINAL;;2892.56;21;607.44;;;;3500;EFECTIVO
17/11/2023;FACTURA;B;2;5584;CONSUMIDOR FINAL;;1652.89;21;347.11;;;;2000;MERCADOPAGO
17/11/2023;FACTURA;B;2;5585;CONSUMIDOR FINAL;;950.41;21;199.59;;;;1150;MERCADOPAGO
17/11/2023;FACTURA;B;2;5586;CONSUMIDOR FINAL;;14876.03;21;3123.97;;;;18000;EFECTIVO
17/11/2023;FACTURA;B;2;5587;CONSUMIDOR FINAL;;1446.28;21;303.72;;;;1750;TARJETA DE DEBITO
17/11/2023;FACTURA;B;2;5588;CONSUMIDOR FINAL;;3636.36;21;763.64;;;;4400;TARJETA DE DEBITO
17/11/2023;FACTURA;B;2;5589;CONSUMIDOR FINAL;;1322.31;21;277.69;;;;1600;TARJETA DE DEBITO
17/11/2023;FACTURA;B;2;5590;CONSUMIDOR FINAL;;1239.67;21;260.33;;;;1500;TARJETA DE CREDITO
17/11/2023;FACTURA;B;2;5591;CONSUMIDOR FINAL;;743.8;21;156.2;;;;900;TARJETA DE DEBITO
17/11/2023;FACTURA;B;2;5592;CONSUMIDOR FINAL;;3140.5;21;659.5;;;;3800;MERCADOPAGO
17/11/2023;FACTURA;B;2;5593;CONSUMIDOR FINAL;;1115.7;21;234.3;;;;1350;MERCADOPAGO
17/11/2023;FACTURA;B;2;5594;CONSUMIDOR FINAL;;1487.6;21;312.4;;;;1800;MERCADOPAGO
17/11/2023;FACTURA;B;2;5595;CONSUMIDOR FINAL;;3223.14;21;676.86;;;;3900;EFECTIVO
17/11/2023;FACTURA;B;2;5596;CONSUMIDOR FINAL;;6363.64;21;1336.36;;;;7700;TARJETA DE CREDITO
18/11/2023;FACTURA;B;2;5597;CONSUMIDOR FINAL;;1818.18;21;381.82;;;;2200;TARJETA DE DEBITO
18/11/2023;FACTURA;B;2;5598;CONSUMIDOR FINAL;;4462.81;21;937.19;;;;5400;EFECTIVO
18/11/2023;FACTURA;B;2;5599;CONSUMIDOR FINAL;;1322.31;21;277.69;;;;1600;TARJETA DE DEBITO
18/11/2023;FACTURA;B;2;5600;CONSUMIDOR FINAL;;1363.64;21;286.36;;;;1650;TARJETA DE DEBITO
18/11/2023;FACTURA;B;2;5601;CONSUMIDOR FINAL;;495.87;21;104.13;;;;600;MERCADOPAGO
18/11/2023;FACTURA;B;2;5602;CONSUMIDOR FINAL;;826.45;21;173.55;;;;1000;MERCADOPAGO
18/11/2023;FACTURA;B;2;5603;CONSUMIDOR FINAL;;82.64;21;17.36;;;;100;MERCADOPAGO
18/11/2023;FACTURA;B;2;5604;CONSUMIDOR FINAL;;7685.95;21;1614.05;;;;9300;MERCADOPAGO
18/11/2023;FACTURA;B;2;5605;CONSUMIDOR FINAL;;661.16;21;138.84;;;;800;MERCADOPAGO
18/11/2023;FACTURA;B;2;5606;CONSUMIDOR FINAL;;2066.12;21;433.88;;;;2500;MERCADOPAGO
18/11/2023;FACTURA;B;2;5607;CONSUMIDOR FINAL;;1322.31;21;277.69;;;;1600;MERCADOPAGO
18/11/2023;FACTURA;B;2;5608;CONSUMIDOR FINAL;;1322.31;21;277.69;;;;1600;TARJETA DE DEBITO
18/11/2023;FACTURA;B;2;5609;CONSUMIDOR FINAL;;5537.19;21;1162.81;;;;6700;MERCADOPAGO
18/11/2023;FACTURA;B;2;5610;CONSUMIDOR FINAL;;2892.56;21;607.44;;;;3500;EFECTIVO
18/11/2023;FACTURA;B;2;5611;CONSUMIDOR FINAL;;247.93;21;52.07;;;;300;MERCADOPAGO
18/11/2023;FACTURA;B;2;5612;CONSUMIDOR FINAL;;826.45;21;173.55;;;;1000;MERCADOPAGO
18/11/2023;FACTURA;B;2;5613;CONSUMIDOR FINAL;;3719.01;21;780.99;;;;4500;EFECTIVO
18/11/2023;FACTURA;B;2;5614;CONSUMIDOR FINAL;;1652.89;21;347.11;;;;2000;TARJETA DE DEBITO
18/11/2023;FACTURA;B;2;5615;CONSUMIDOR FINAL;;2479.34;21;520.66;;;;3000;MERCADOPAGO
18/11/2023;FACTURA;B;2;5616;CONSUMIDOR FINAL;;1074.38;21;225.62;;;;1300;MERCADOPAGO
18/11/2023;FACTURA;B;2;5617;CONSUMIDOR FINAL;;1074.38;21;225.62;;;;1300;MERCADOPAGO
18/11/2023;FACTURA;B;2;5618;CONSUMIDOR FINAL;;3471.07;21;728.93;;;;4200;MERCADOPAGO
18/11/2023;FACTURA;B;2;5619;CONSUMIDOR FINAL;;1074.38;21;225.62;;;;1300;MERCADOPAGO
18/11/2023;FACTURA;B;2;5620;CONSUMIDOR FINAL;;743.8;21;156.2;;;;900;MERCADOPAGO
18/11/2023;FACTURA;B;2;5621;CONSUMIDOR FINAL;;2809.92;21;590.08;;;;3400;EFECTIVO
